"rownum","STATE_CODE","ppf_cat","year","nt","e","x","l","state"
"3145","24","arson",2009,85.3203933971665,44.3311786062162,40.1293210644118,2.12613598072637,"MD"
"3146","24","assault",2009,3008.29669425068,1786.34499247321,1812.8420790848,1.65943670932958,"MD"
"3147","24","burglary",2009,1358.09990901607,695.193482688391,702.263118627207,1.93389040801531,"MD"
"3148","24","drugposs",2009,571.144751093973,1341.01815283804,1500.836607809,0.380550919482008,"MD"
"3149","24","drugtraff",2009,4263.00836185607,2261.89763570353,2755.88112409848,1.54687672286685,"MD"
"3150","24","dwi",2009,44.1658506997097,124.933321526609,117.378264113405,0.376269414386969,"MD"
"3151","24","fraud",2009,97.3656254061782,71.5344018418489,93.3006714747575,1.04356832450579,"MD"
"3152","24","homicide",2009,5141.30652917984,502.755866465952,490.580950012435,10.4800370439364,"MD"
"3153","24","kidnapping",2009,189.712404141935,34.2559107411671,49.1584183039045,3.85920480535206,"MD"
"3154","24","larceny",2009,1050.94649278627,1125.40742052599,1105.56279532455,0.950598642818621,"MD"
"3155","24","mvtheft",2009,154.580477448984,97.7300982909767,91.2942054215369,1.69321236474136,"MD"
"3156","24","otherdrug",2009,250.942333521078,204.527937660498,238.76946033325,1.05098170080394,"MD"
"3157","24","otherprop",2009,114.429704085612,137.023642964668,138.446157672221,0.826528565397462,"MD"
"3158","24","otherviol",2009,237.893332177982,105.790312583016,110.355632927133,2.15569722965625,"MD"
"3159","24","public_oth",2009,354.330574931762,741.539714867617,765.466799303656,0.462894765983444,"MD"
"3160","24","robbery",2009,3312.43880247823,1145.55795625609,1103.55632927133,3.00160373749605,"MD"
"3161","24","sexassault",2009,2032.63290152073,413.085982467015,390.257647351405,5.208438361979,"MD"
"3162","24","weapons",2009,901.384862007712,545.071991499159,595.920417806516,1.51259268028701,"MD"
"3163","24","arson",2010,89.530545470844,43.4166288050886,43.5714416896235,2.05479878560377,"MD"
"3164","24","assault",2010,2980.66299134956,2016.70240799637,1888.45004591368,1.57836475357093,"MD"
"3165","24","burglary",2010,1351.00587154318,808.634711494775,717.334710743802,1.88336888109364,"MD"
"3166","24","drugposs",2010,406.408318766528,1284.0467969105,1230.62754820937,0.330244775812044,"MD"
"3167","24","drugtraff",2010,3767.32463807091,2348.83961835529,2522.8927456382,1.49325596364895,"MD"
"3168","24","dwi",2010,51.3040204383488,151.95820081781,143.46694214876,0.357601686283603,"MD"
"3169","24","fraud",2010,75.4470888799247,93.3457519309405,83.9547291092746,0.898663954733552,"MD"
"3170","24","homicide",2010,5162.59280175698,564.416174466152,473.972268135905,10.8921832538031,"MD"
"3171","24","kidnapping",2010,175.037246201425,55.356201726488,47.8223140495868,3.66015843607923,"MD"
"3172","24","larceny",2010,1068.33077853973,1030.05951840073,1073.34527089073,0.995328164676376,"MD"
"3173","24","mvtheft",2010,160.953789610506,94.4311676510677,108.397245179063,1.48485129252707,"MD"
"3174","24","otherdrug",2010,216.281654789117,199.716492503408,206.167309458219,1.04905891897934,"MD"
"3175","24","otherprop",2010,112.667652727354,135.676965015902,142.40422405877,0.791181957361439,"MD"
"3176","24","otherviol",2010,233.382994935234,121.566560654248,95.6446280991736,2.44010562405282,"MD"
"3177","24","public_oth",2010,327.943346331406,784.755565651976,750.278971533517,0.437095212279658,"MD"
"3178","24","robbery",2010,3356.89247456412,1183.10313493866,1132.85748393021,2.96320810179766,"MD"
"3179","24","sexassault",2010,2058.19658464435,509.059972739664,380.453076216713,5.40985659811556,"MD"
"3180","24","weapons",2010,850.037201380485,519.914129940936,531.359044995409,1.59974166128635,"MD"
"3181","24","arson",2011,89.5303665388388,42.3022921348315,30.0475608609832,2.97962177206517,"MD"
"3182","24","assault",2011,3096.93676982074,2210.56593258427,1935.9214211862,1.59972235232727,"MD"
"3183","24","burglary",2011,1437.57281726567,895.940853932584,786.602218253595,1.8275727984309,"MD"
"3184","24","drugposs",2011,436.460536876839,1108.53698876404,1126.78353228687,0.387350830368473,"MD"
"3185","24","drugtraff",2011,3596.47551948631,2264.79964044944,2260.00582761538,1.59135674587224,"MD"
"3186","24","dwi",2011,56.9738696156247,130.160898876405,131.994642353605,0.43163774377293,"MD"
"3187","24","fraud",2011,83.4260233657362,106.29806741573,89.069555409343,0.936639045545131,"MD"
"3188","24","homicide",2011,5296.5350931954,558.607191011236,539.782968324091,9.81234200412065,"MD"
"3189","24","kidnapping",2011,183.130295193079,41.2176179775281,40.7788325970486,4.49081750335182,"MD"
"3190","24","larceny",2011,1018.40791937929,1005.49294382022,1020.54394209982,0.997906976238441,"MD"
"3191","24","mvtheft",2011,147.521626683314,77.0118651685393,82.6307923677037,1.78531056590682,"MD"
"3192","24","otherdrug",2011,208.56505841434,195.241348314607,202.821035811636,1.02832064524135,"MD"
"3193","24","otherprop",2011,104.791224471595,125.822202247191,139.50653256885,0.751156397782864,"MD"
"3194","24","otherviol",2011,258.417194328012,123.652853932584,108.385844534261,2.38423380320967,"MD"
"3195","24","public_oth",2011,348.964951395701,735.409078651685,718.995206316383,0.485350873455121,"MD"
"3196","24","robbery",2011,3419.44956746633,1323.30247191011,1155.75796597425,2.95862080827962,"MD"
"3197","24","sexassault",2011,2194.5113707304,468.579235955056,447.494031393928,4.9040014319176,"MD"
"3198","24","weapons",2011,838.329795772764,654.058516853933,599.878090046057,1.39750027494486,"MD"
"3199","24","arson",2012,101.393767458101,41.4697551871775,51.8622193356838,1.95506032631998,"MD"
"3200","24","assault",2012,3357.26030027933,1927.19167855967,2160.55798849508,1.55388576384279,"MD"
"3201","24","burglary",2012,1542.41428072626,876.624547151169,829.795509370941,1.8587884163118,"MD"
"3202","24","drugposs",2012,410.695967178771,802.90053792952,828.692057895713,0.49559539429115,"MD"
"3203","24","drugtraff",2012,3602.03919343575,1839.64441760896,2437.52430877714,1.47774493180043,"MD"
"3204","24","dwi",2012,54.2815118715084,107.130200900209,125.793468175914,0.431512960558487,"MD"
"3205","24","fraud",2012,99.3454085195531,86.3953233066198,110.345147522731,0.900315154312405,"MD"
"3206","24","homicide",2012,5344.16847067039,535.651004501043,591.449990721841,9.03570640714366,"MD"
"3207","24","kidnapping",2012,184.352304469274,50.6852563398836,51.8622193356838,3.55465513876361,"MD"
"3208","24","larceny",2012,1000.62334148045,951.500494016906,1022.89951753572,0.978222517780691,"MD"
"3209","24","mvtheft",2012,142.36094622905,77.1798221539137,93.7933753943218,1.51781451121194,"MD"
"3210","24","otherdrug",2012,200.739175977654,126.713140849709,193.10400816478,1.03953914724731,"MD"
"3211","24","otherprop",2012,91.1519727653631,122.105390273356,113.655501948413,0.802002289398499,"MD"
"3212","24","otherviol",2012,273.455918296089,112.88988912065,137.931434403414,1.98254965939309,"MD"
"3213","24","public_oth",2012,359.486993715084,676.187397079811,672.001948413435,0.534949332459252,"MD"
"3214","24","robbery",2012,3588.7248603352,1148.481831156,1360.55566895528,2.63769057174327,"MD"
"3215","24","sexassault",2012,2224.51780726257,414.697551871775,468.966876971609,4.74344333575875,"MD"
"3216","24","weapons",2012,888.987779329609,595.551761993633,642.208758582297,1.38426604659221,"MD"
"3217","24","arson",2013,91.4093113025467,NA,NA,NA,"MD"
"3218","24","assault",2013,3108.95532646048,NA,NA,NA,"MD"
"3219","24","burglary",2013,1573.69439344725,NA,NA,NA,"MD"
"3220","24","drugposs",2013,360.443534340724,NA,NA,NA,"MD"
"3221","24","drugtraff",2013,3017.54601515793,NA,NA,NA,"MD"
"3222","24","dwi",2013,33.2397495645624,NA,NA,NA,"MD"
"3223","24","fraud",2013,74.7894365202655,NA,NA,NA,"MD"
"3224","24","homicide",2013,5346.40596902509,NA,NA,NA,"MD"
"3225","24","kidnapping",2013,183.857364778986,NA,NA,NA,"MD"
"3226","24","larceny",2013,909.938144329897,NA,NA,NA,"MD"
"3227","24","mvtheft",2013,125.687803041002,NA,NA,NA,"MD"
"3228","24","otherdrug",2013,136.075224779928,NA,NA,NA,"MD"
"3229","24","otherprop",2013,95.564279998117,NA,NA,NA,"MD"
"3230","24","otherviol",2013,249.298121734218,NA,NA,NA,"MD"
"3231","24","public_oth",2013,341.746175210658,NA,NA,NA,"MD"
"3232","24","robbery",2013,3394.60942428094,NA,NA,NA,"MD"
"3233","24","sexassault",2013,2188.62976039166,NA,NA,NA,"MD"
"3234","24","weapons",2013,834.109965635739,NA,NA,NA,"MD"
"3235","25","arson",2010,52.0052298099165,19.0207820617993,16.0046989720999,3.24937256867964,"MA"
"3236","25","assault",2010,542.054510711053,380.415641235986,306.08986784141,1.77089988157302,"MA"
"3237","25","burglary",2010,533.053605551644,209.228602679792,186.054625550661,2.86503817883581,"MA"
"3238","25","drugposs",2010,26.0026149049583,81.0885972108286,83.024375917768,0.313192536740206,"MA"
"3239","25","drugtraff",2010,1111.11173690033,553.604867377632,588.17268722467,1.88909101193254,"MA"
"3240","25","dwi",2010,116.011666499045,135.147662018048,135.039647577093,0.859093374283392,"MA"
"3241","25","fraud",2010,43.0043246505079,60.0656275635767,47.0138032305433,0.914716991510472,"MA"
"3242","25","homicide",2010,2439.24529819974,262.286573694285,179.052569750367,13.6230678040561,"MA"
"3243","25","kidnapping",2010,84.0084481544805,37.0404703308723,22.0064610866373,3.81744469607119,"MA"
"3244","25","larceny",2010,133.013376244594,276.301886792453,257.075477239354,0.517409819376704,"MA"
"3245","25","mvtheft",2010,88.008850447551,37.0404703308723,36.0105726872247,2.44397253028896,"MA"
"3246","25","otherdrug",2010,1332.13396359248,344.37626469784,447.13127753304,2.97929049146879,"MA"
"3247","25","otherprop",2010,46.0046263703108,97.106097894449,87.0255506607929,0.528633556708271,"MA"
"3248","25","public_oth",2010,231.023232424821,297.324856439705,248.072834067548,0.931271790775431,"MA"
"3249","25","robbery",2010,1368.13758423011,487.532677057698,442.129809104258,3.09442511239384,"MA"
"3250","25","sexassault",2010,1313.13205270039,181.197976483456,176.051688693098,7.458787032651,"MA"
"3251","25","weapons",2010,486.048878608066,202.220946130708,150.044052863436,3.23937449923755,"MA"
"3252","25","arson",2011,55.0215792054929,23.0722238081644,14.0287896592244,3.92204748535197,"MA"
"3253","25","assault",2011,616.24168710152,407.274907222381,365.750587544066,1.6848686183649,"MA"
"3254","25","burglary",2011,556.218146150074,210.659434770197,177.363983548766,3.13602646389108,"MA"
"3255","25","drugposs",2011,24.0094163805787,58.1821296031973,63.12955346651,0.380319756155342,"MA"
"3256","25","drugtraff",2011,1076.42216772928,476.491578646874,525.077555816686,2.05002509782588,"MA"
"3257","25","dwi",2011,116.04551250613,139.436483014559,152.312573443008,0.761890564140143,"MA"
"3258","25","fraud",2011,56.0219715546837,41.128746788467,55.1131022326675,1.01649098463337,"MA"
"3259","25","homicide",2011,2522.98950465915,280.879246360263,234.481198589894,10.7598797678949,"MA"
"3260","25","kidnapping",2011,99.0388425698872,23.0722238081644,18.0370152761457,5.49086647949275,"MA"
"3261","25","larceny",2011,152.059637076999,306.960890665144,289.594300822562,0.525078140851147,"MA"
"3262","25","mvtheft",2011,89.0349190779794,44.1381672851841,50.1028202115159,1.77704406063584,"MA"
"3263","25","otherdrug",2011,1229.48219715547,287.901227519269,337.693008225617,3.64082811076158,"MA"
"3264","25","otherprop",2011,56.0219715546837,89.2794747359406,95.1953584018801,0.588494780577214,"MA"
"3265","25","public_oth",2011,280.109857773418,239.750499571796,237.487367802585,1.17947266149442,"MA"
"3266","25","robbery",2011,1413.55438940657,490.535540964887,445.915099882491,3.17000790011165,"MA"
"3267","25","sexassault",2011,1318.51711623345,199.624892948901,202.415393654524,6.51391720969528,"MA"
"3268","25","weapons",2011,538.211083864639,195.612332286611,147.302291421857,3.65378622877811,"MA"
"3269","25","arson",2012,64.0497377112881,8.00766038940313,18.0360308836145,3.55121024823019,"MA"
"3270","25","assault",2012,657.510588692442,394.377274178104,377.754646840149,1.74057577899412,"MA"
"3271","25","burglary",2012,589.457742374199,227.217363549314,201.402344867029,2.92676702827553,"MA"
"3272","25","drugposs",2012,19.0147658830387,55.0526651771465,61.1221046611381,0.311094750229182,"MA"
"3273","25","drugtraff",2012,1027.79813483583,446.427066709224,636.27108950529,1.61534627580668,"MA"
"3274","25","dwi",2012,103.080046629104,100.095754867539,112.224192164713,0.918518945343021,"MA"
"3275","25","fraud",2012,42.0326403730328,54.0517076284711,55.1100943665999,0.762703110131257,"MA"
"3276","25","homicide",2012,2569.99572566544,222.212575805937,172.344295110094,14.9119860568852,"MA"
"3277","25","kidnapping",2012,104.080823780843,19.0181934248324,26.0520446096654,3.99511152925896,"MA"
"3278","25","larceny",2012,169.13133864387,215.205872965209,221.442379182156,0.763771321770096,"MA"
"3279","25","mvtheft",2012,83.0645035943268,38.0363868496649,37.0740634829854,2.24050173600334,"MA"
"3280","25","otherdrug",2012,1179.91626190014,251.240344717523,489.978839004861,2.40809636656254,"MA"
"3281","25","otherprop",2012,50.0388575869438,64.061283115225,57.1140977981127,0.876120949398896,"MA"
"3282","25","public_oth",2012,282.219156790363,212.203000319183,217.434372319131,1.29795098070395,"MA"
"3283","25","robbery",2012,1458.13231008354,446.427066709224,457.914784100658,3.1842874716249,"MA"
"3284","25","sexassault",2012,1316.02195453662,192.183849345675,189.378324277953,6.94916886372426,"MA"
"3285","25","weapons",2012,586.455410918982,190.181934248324,173.346296825851,3.38314357824531,"MA"
"3286","25","arson",2013,54.021752265861,14.0363636363636,16.0184013801035,3.3724808727144,"MA"
"3287","25","assault",2013,674.271500503525,376.976623376623,397.456584243818,1.69646579584626,"MA"
"3288","25","burglary",2013,615.247734138973,192.498701298701,227.261069580219,2.70722889439629,"MA"
"3289","25","drugposs",2013,13.0052366565962,51.1324675324675,51.0586543990799,0.254711699899998,"MA"
"3290","25","drugtraff",2013,838.337562940584,375.974025974026,479.550891316849,1.74817225474966,"MA"
"3291","25","dwi",2013,91.0366565961732,112.290909090909,105.120759056929,0.866019779659994,"MA"
"3292","25","fraud",2013,41.0165156092649,42.1090909090909,49.056354226567,0.836110148337357,"MA"
"3293","25","homicide",2013,2619.05458207452,271.703896103896,235.27027027027,11.1321102282317,"MA"
"3294","25","kidnapping",2013,97.0390735146022,22.0571428571429,21.0241518113859,4.61559992456151,"MA"
"3295","25","larceny",2013,163.065659617321,223.579220779221,231.265669925244,0.705101019403492,"MA"
"3296","25","mvtheft",2013,84.033836858006,34.0883116883117,35.0402530189764,2.39820862059691,"MA"
"3297","25","otherdrug",2013,941.379053373615,238.618181818182,422.48533640023,2.22819343600088,"MA"
"3298","25","otherprop",2013,57.0229607250755,64.1662337662338,59.0678550891317,0.965380588799602,"MA"
"3299","25","public_oth",2013,277.111581067472,217.563636363636,207.238067855089,1.33716543459208,"MA"
"3300","25","robbery",2013,1446.58247734139,456.181818181818,506.581943645773,2.85557449389256,"MA"
"3301","25","sexassault",2013,1318.5309164149,183.475324675325,212.243818286371,6.21234072709655,"MA"
"3302","25","weapons",2013,603.242900302115,211.548051948052,226.259919493962,2.66615007046448,"MA"
"3303","25","arson",2014,52.043642467478,15.0438739031524,19.0174098961515,2.73663147356412,"MA"
"3304","25","assault",2014,653.548048678137,365.064673383165,354.324373854612,1.84449080250489,"MA"
"3305","25","burglary",2014,580.486781368023,176.514787130322,219.200671960904,2.64819800128878,"MA"
"3306","25","drugposs",2014,13.0109106168695,74.2164445888853,65.0595601710446,0.199984607683532,"MA"
"3307","25","drugtraff",2014,734.616030214016,376.096847578811,461.422419059255,1.5920683518407,"MA"
"3308","25","dwi",2014,98.0822492656316,109.318817029574,132.120952962737,0.742367104279778,"MA"
"3309","25","fraud",2014,34.0285354595048,42.1228469288268,50.0458155161881,0.679947666124008,"MA"
"3310","25","homicide",2014,2656.22744439782,256.748781280468,226.20708613317,11.7424590440729,"MA"
"3311","25","kidnapping",2014,98.0822492656316,25.0731231719207,28.0256566890654,3.49973063446181,"MA"
"3312","25","larceny",2014,155.130088124213,262.766330841729,244.223579718998,0.635197012109579,"MA"
"3313","25","mvtheft",2014,83.0696600923206,37.1082222944426,42.038485033598,1.97603838544442,"MA"
"3314","25","otherdrug",2014,757.635333613093,223.652258693533,297.272144166158,2.54862538748205,"MA"
"3315","25","otherprop",2014,62.0520352496853,67.1959701007475,66.0604764813684,0.939321642149923,"MA"
"3316","25","public_oth",2014,287.24087284935,210.614234644134,200.183262064753,1.43488956012934,"MA"
"3317","25","robbery",2014,1396.17079311792,439.281117972051,473.43341478314,2.94903306256371,"MA"
"3318","25","sexassault",2014,1290.08182962652,210.614234644134,193.176847892486,6.67824246901743,"MA"
"3319","25","weapons",2014,588.493495593789,194.567435814105,205.187843616371,2.86807193458334,"MA"
"3320","25","arson",2015,48.0719871451527,NA,NA,NA,"MA"
"3321","25","assault",2015,663.994322442421,NA,NA,NA,"MA"
"3322","25","burglary",2015,537.805356186395,NA,NA,NA,"MA"
"3323","25","drugposs",2015,22.032994108195,NA,NA,NA,"MA"
"3324","25","drugtraff",2015,648.971826459561,NA,NA,NA,"MA"
"3325","25","dwi",2015,75.112479914301,NA,NA,NA,"MA"
"3326","25","fraud",2015,26.0389930369577,NA,NA,NA,"MA"
"3327","25","homicide",2015,2688.02528119979,NA,NA,NA,"MA"
"3328","25","kidnapping",2015,95.1424745581146,NA,NA,NA,"MA"
"3329","25","larceny",2015,173.259453668988,NA,NA,NA,"MA"
"3330","25","mvtheft",2015,78.1169791108731,NA,NA,NA,"MA"
"3331","25","otherdrug",2015,684.024317086235,NA,NA,NA,"MA"
"3332","25","otherprop",2015,63.0944831280129,NA,NA,NA,"MA"
"3333","25","public_oth",2015,297.445420460632,NA,NA,NA,"MA"
"3334","25","robbery",2015,1362.03963577933,NA,NA,NA,"MA"
"3335","25","sexassault",2015,1307.95865024103,NA,NA,NA,"MA"
"3336","25","weapons",2015,577.865345474023,NA,NA,NA,"MA"
"3337","26","arson",1989,244.083207032434,136,105.011296395912,2.32435190698147,"MI"
"3338","26","assault",1989,1766.60222794786,829,493.053039268424,3.58298618454739,"MI"
"3339","26","burglary",1989,3863.31698999697,2288,1441.1550295858,2.68070881389306,"MI"
"3340","26","drugposs",1989,465.158570779024,729,393.042280796127,1.18348227024538,"MI"
"3341","26","drugtraff",1989,1989.67827371931,2286,929.099946207638,2.14151155840735,"MI"
"3342","26","dwi",1989,150.051151864201,198,95.0102205486821,1.5793158988334,"MI"
"3343","26","fraud",1989,864.294634737799,662,424.045615922539,2.03821146189065,"MI"
"3344","26","homicide",1989,3533.20445589573,667,247.026573426573,14.3029327043066,"MI"
"3345","26","kidnapping",1989,142.048423764777,31,11.0011834319527,12.9121039244016,"MI"
"3346","26","larceny",1989,2129.72601545923,1342,1257.13523399677,1.69411051242932,"MI"
"3347","26","mvtheft",1989,395.134699909063,305,245.026358257127,1.61262120010131,"MI"
"3348","26","otherdrug",1989,42.0143225219764,38,11.0011834319527,3.8190729917244,"MI"
"3349","26","otherprop",1989,843.287473476811,796,573.061646046261,1.47154757135629,"MI"
"3350","26","otherviol",1989,90.0306911185208,36,34.003657880581,2.64767665392658,"MI"
"3351","26","public_oth",1989,1229.41910427402,527,1063.11436256052,1.15643165737406,"MI"
"3352","26","robbery",1989,4494.53216883904,1504,938.100914470145,4.79109667148937,"MI"
"3353","26","sexassault",1989,3582.2211655047,1062,634.068208714363,5.64958330392879,"MI"
"3354","26","weapons",1989,576.196423158533,496,402.043249058634,1.43317024849359,"MI"
"3355","26","arson",1990,275.070901414806,116,102,2.69677354328241,"MI"
"3356","26","assault",1990,2102.54194463244,783,555,3.7883638642026,"MI"
"3357","26","burglary",1990,4710.2140900448,2098,2052,2.29542596980741,"MI"
"3358","26","drugposs",1990,801.206516484579,648,483,1.65881266352915,"MI"
"3359","26","drugtraff",1990,3346.86267685069,2398,1442,2.32098659975776,"MI"
"3360","26","dwi",1990,253.065229301621,277,168,1.50634065060489,"MI"
"3361","26","fraud",1990,1102.28412130588,608,582,1.89395897131594,"MI"
"3362","26","homicide",1990,3953.01891778659,646,297,13.3098280060154,"MI"
"3363","26","kidnapping",1990,162.041767378904,44,15,10.8027844919269,"MI"
"3364","26","larceny",1990,2214.57082084502,1192,1316,1.68280457511019,"MI"
"3365","26","mvtheft",1990,455.117309613587,296,268,1.69819891646861,"MI"
"3366","26","otherdrug",1990,69.017789809533,41,45,1.53372866243407,"MI"
"3367","26","otherprop",1990,1066.27483966612,736,653,1.63288643134168,"MI"
"3368","26","otherviol",1990,92.023719746044,42,29,3.17323171538083,"MI"
"3369","26","public_oth",1990,693.17867156531,358,353,1.96367895627567,"MI"
"3370","26","robbery",1990,5060.30432820909,1427,1207,4.19246423215335,"MI"
"3371","26","sexassault",1990,4010.0336137162,1148,644,6.22676026974566,"MI"
"3372","26","weapons",1990,670.172741628799,433,441,1.51966608079093,"MI"
"3373","26","arson",1991,289.068670547701,113,105,2.75303495759715,"MI"
"3374","26","assault",1991,2330.55364143994,910,612,3.80809418535938,"MI"
"3375","26","burglary",1991,4756.12985624332,2065,2002,2.37568923888278,"MI"
"3376","26","drugposs",1991,966.229535463942,516,575,1.6803991921112,"MI"
"3377","26","drugtraff",1991,4303.0222169419,2365,1802,2.38791465979018,"MI"
"3378","26","dwi",1991,362.08601639539,343,229,1.58116164364799,"MI"
"3379","26","fraud",1991,1128.26802898895,630,562,2.00759435763159,"MI"
"3380","26","homicide",1991,4302.02197932755,597,261,16.4828428326726,"MI"
"3381","26","kidnapping",1991,191.045384341214,34,19,10.055020228485,"MI"
"3382","26","larceny",1991,2090.49661399549,1257,1297,1.61179384271047,"MI"
"3383","26","mvtheft",1991,483.114767731971,301,258,1.87253785942624,"MI"
"3384","26","otherdrug",1991,65.0154449328739,27,34,1.91221896861394,"MI"
"3385","26","otherprop",1991,1149.27301889034,748,726,1.58302068717678,"MI"
"3386","26","otherviol",1991,105.02494950695,49,34,3.0889691031456,"MI"
"3387","26","public_oth",1991,698.165854817631,326,340,2.05342898475774,"MI"
"3388","26","robbery",1991,5280.25436616372,1501,1194,4.42232358975186,"MI"
"3389","26","sexassault",1991,4514.07235357016,1184,677,6.66775827706079,"MI"
"3390","26","weapons",1991,662.157300700962,437,419,1.58032768663714,"MI"
"3391","26","arson",1992,297.066137787056,85,103,2.88413726006851,"MI"
"3392","26","assault",1992,2628.58521920668,858,667,3.94090737512246,"MI"
"3393","26","burglary",1992,4819.07290187891,1989,1860,2.59089940961232,"MI"
"3394","26","drugposs",1992,907.201976339596,571,519,1.74798068658882,"MI"
"3395","26","drugtraff",1992,4866.08336812804,2440,2098,2.31939150053768,"MI"
"3396","26","dwi",1992,476.105998608212,437,296,1.60846621151423,"MI"
"3397","26","fraud",1992,1196.26633263744,638,598,2.00044537230341,"MI"
"3398","26","homicide",1992,4638.03259568546,609,280,16.5644021274481,"MI"
"3399","26","kidnapping",1992,206.045873347251,26,14,14.7175623819465,"MI"
"3400","26","larceny",1992,2050.456506611,1263,1148,1.78611193955662,"MI"
"3401","26","mvtheft",1992,526.117132915797,289,264,1.99286792771135,"MI"
"3402","26","otherdrug",1992,58.0129157967989,24,26,2.23126599218457,"MI"
"3403","26","otherprop",1992,1171.26076548365,647,657,1.7827408911471,"MI"
"3404","26","otherviol",1992,120.026722338205,58,38,3.15859795626854,"MI"
"3405","26","public_oth",1992,684.152317327766,338,294,2.32704869839376,"MI"
"3406","26","robbery",1992,5587.24392484342,1483,1132,4.93572784880161,"MI"
"3407","26","sexassault",1992,5021.11788448156,1195,568,8.83999627549571,"MI"
"3408","26","weapons",1992,680.151426583159,467,428,1.58913884715691,"MI"
"3409","26","arson",1993,279.058197747184,112.045008841022,106.04329357948,2.63154970321652,"MI"
"3410","26","assault",1993,2819.58802670004,813.326715962064,713.291210586505,3.95292691799977,"MI"
"3411","26","burglary",1993,4948.03191489362,1794.72094518566,2096.85606926973,2.35973846150388,"MI"
"3412","26","drugposs",1993,959.200041718815,445.178829770133,594.242607417089,1.61415561547839,"MI"
"3413","26","drugtraff",1993,5208.08614935336,2247.90298987301,2499.02025812776,2.08405119262827,"MI"
"3414","26","dwi",1993,617.128702544848,507.203745378557,380.155203398138,1.62335987256901,"MI"
"3415","26","fraud",1993,1236.25782227785,595.239109467931,640.261395196863,1.93086422444341,"MI"
"3416","26","homicide",1993,4967.03587818106,539.21660504742,265.108233948701,18.7358793206785,"MI"
"3417","26","kidnapping",1993,218.045473508552,36.0144671274715,13.0053095899363,16.765881042715,"MI"
"3418","26","larceny",1993,2165.45160617438,1063.42718212506,1363.55669008332,1.58809063233159,"MI"
"3419","26","mvtheft",1993,551.114935335836,285.114531425816,285.116402548603,1.93294714162188,"MI"
"3420","26","otherdrug",1993,56.011681268252,20.0080372930397,36.0147034798236,1.55524482659232,"MI"
"3421","26","otherprop",1993,1161.24217772215,563.226249799068,725.296111746447,1.60105942788799,"MI"
"3422","26","otherviol",1993,140.02920317063,50.0200932325993,41.0167456297991,3.41395205837338,"MI"
"3423","26","public_oth",1993,728.151856487276,340.136633981675,320.130697598432,2.27454555889127,"MI"
"3424","26","robbery",1993,5938.23842302879,1441.57908696351,1225.500326744,4.84556249675262,"MI"
"3425","26","sexassault",1993,5648.17793074677,1187.47701334191,500.204214997549,11.2917439745573,"MI"
"3426","26","weapons",1993,719.149979140592,405.162755184054,442.180526057834,1.62637189283757,"MI"
"3427","26","arson",1994,285.059140900602,105.026132404181,90.0084025767902,3.16702810781921,"MI"
"3428","26","assault",1994,2919.60572732932,847.210801393728,642.059938381104,4.54724793247628,"MI"
"3429","26","burglary",1994,4645.96389292384,1737.43230462917,1717.16030249276,2.70560872283118,"MI"
"3430","26","drugposs",1994,810.168084664868,402.100049776008,459.04285314163,1.76490730466705,"MI"
"3431","26","drugtraff",1994,4957.02842913468,2086.51916376307,2178.20334235832,2.27574181562303,"MI"
"3432","26","dwi",1994,744.15438887736,547.136137381782,488.045560638596,1.5247641796058,"MI"
"3433","26","fraud",1994,1191.24714671094,657.163514186162,620.057884417888,1.92118699987064,"MI"
"3434","26","homicide",1994,5241.08736252335,527.131159780986,240.022406871441,21.835825374964,"MI"
"3435","26","kidnapping",1994,241.050010375597,30.0074664011946,15.001400429465,16.0685005049354,"MI"
"3436","26","larceny",1994,1865.38700975306,1022.2543554007,1045.09756325273,1.78489269838816,"MI"
"3437","26","mvtheft",1994,551.114339074497,272.067695370831,260.024274110727,2.11947265677132,"MI"
"3438","26","otherdrug",1994,40.0083004772774,5.0012444001991,27.0025207730371,1.48165057675753,"MI"
"3439","26","otherprop",1994,999.207304420004,514.127924340468,551.051442442349,1.81327409287118,"MI"
"3440","26","otherviol",1994,149.030919277858,43.0107018417123,44.0041079264308,3.386750153577,"MI"
"3441","26","public_oth",1994,748.155218925088,337.08387257342,283.026421435907,2.64341122333878,"MI"
"3442","26","robbery",1994,6154.2768209172,1455.36212045794,1122.10475212398,5.4845831543517,"MI"
"3443","26","sexassault",1994,6335.31438057688,1036.25783972125,549.05125571842,11.5386574834207,"MI"
"3444","26","weapons",1994,682.14152313758,432.107516177203,381.035570908412,1.79023055908222,"MI"
"3445","26","arson",1995,300.075197393157,95.0163863734368,85.0077027639329,3.52997655078938,"MI"
"3446","26","assault",1995,3124.78305552074,883.152307028892,697.06316266425,4.48278322953904,"MI"
"3447","26","burglary",1995,4666.16931946359,1614.27839586028,1782.16148618034,2.61826403255099,"MI"
"3448","26","drugposs",1995,753.188745456824,437.075377317809,446.04041685546,1.68861098006932,"MI"
"3449","26","drugtraff",1995,4865.21920040105,1948.33600689953,2115.1916628908,2.3001316078146,"MI"
"3450","26","dwi",1995,803.201278355684,597.10297542044,500.045310376076,1.6062569964942,"MI"
"3451","26","fraud",1995,1228.30780799599,572.098663216904,685.062075215224,1.79298760278051,"MI"
"3452","26","homicide",1995,5528.38538663993,499.086071582579,275.024920706842,20.1013979839769,"MI"
